yr_released,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,7JD,Yes,Yes,Female
2010,White - Non-Hispanic,45-54,C Felony,Property,Theft,Parole,1JD,No,Yes,Female
2010,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,2JD,Yes,Yes,Male
2010,White - Non-Hispanic,45-54,Felony - Enhanced,Public Order,Flight/Escape,Parole,1JD,Yes,Yes,Female
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,D Felony,Violent,Assault,Parole,7JD,No,Yes,Male
2010,Black - Non-Hispanic,35-44,D Felony,Public Order,Flight/Escape,Parole,5JD,Yes,Yes,Male
2010,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,4JD,Yes,Yes,Male
2010,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,1JD,Yes,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
2010,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2010,Black - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,3JD,Yes,Yes,Male
2010,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,Yes,Yes,Male
2010,White - Non-Hispanic,45-54,C Felony,Property,Arson,Parole,4JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,Felony - Enhanced,Violent,Murder/Manslaughter,Parole,2JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,7JD,Yes,Yes,Male
2010,White -,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,1JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,1JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Parole,2JD,Yes,Yes,Male
2010,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,3JD,Yes,Yes,Male
2010,White - Non-Hispanic,Under 25,D Felony,Public Order,Traffic,Parole,5JD,No,Yes,Male
2010,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,5JD,Yes,Yes,Male
2010,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2010,White - Non-Hispanic,35-44,C Felony,Drug,Other Drug,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Drug,Drug Possession,Parole,3JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,Felony - Enhanced,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
2010,Black - Non-Hispanic,35-44,D Felony,Drug,Other Drug,Parole,1JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2010,Black - Non-Hispanic,25-34,D Felony,Public Order,Sex Offender Registry/Residency,Parole,1JD,No,Yes,Male
2010,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2010,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Parole,7JD,Yes,Yes,Male
2010,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,No,Female
2010,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,5JD,Yes,Yes,Male
2010,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Parole,4JD,Yes,Yes,Male
2010,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,4JD,Yes,Yes,Male
2010,Black - Non-Hispanic,45-54,D Felony,Public Order,Sex Offender Registry/Residency,Parole,6JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,Felony - Enhanced,Violent,Sex,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Parole,2JD,Yes,Yes,Male
2010,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,55 and Older,D Felony,Violent,Assault,Parole,2JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,D Felony,Public Order,Flight/Escape,Parole,7JD,Yes,Yes,Male
2010,White - Non-Hispanic,45-54,D Felony,Public Order,Sex Offender Registry/Residency,Parole,2JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,D Felony,Public Order,Sex Offender Registry/Residency,Parole,2JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,B Felony,Violent,Murder/Manslaughter,Parole,6JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,C Felony,Property,Vandalism,Parole,5JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,No,Yes,Male
2010,White - Hispanic,Under 25,C Felony,Violent,Other Violent,Parole,3JD,No,Yes,Male
2010,White - Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Female
2010,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Parole,5JD,No,Yes,Female
2010,White - Hispanic,Under 25,Felony - Enhanced,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,45-54,D Felony,Violent,Murder/Manslaughter,Parole,7JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,5JD,Yes,Yes,Male
2010,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,7JD,No,Yes,Male
2010,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,7JD,No,Yes,Male
2010,Black - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
2010,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,7JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female
2010,Black - Non-Hispanic,45-54,B Felony,Other,Other Criminal,Parole,5JD,No,Yes,Male
2010,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2010,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,Yes,Yes,Male
2010,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,1JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,D Felony,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,45-54,D Felony,Drug,Other Drug,Parole,5JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,3JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,D Felony,Violent,Sex,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,2JD,Yes,Yes,Female
2010,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Vandalism,Discharged – End of Sentence,,Yes,No,Male
2010,Black - Non-Hispanic,Under 25,Serious Misdemeanor,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2010,White - Hispanic,25-34,D Felony,Public Order,OWI,Parole,7JD,Yes,Yes,Male
2010,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Female
2010,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Female
2010,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,6JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,6JD,No,Yes,Male
2010,White - Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Parole,5JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2010,White - Non-Hispanic,35-44,D Felony,Public Order,Traffic,Parole,3JD,No,Yes,Male
2010,White - Non-Hispanic,Under 25,D Felony,Violent,Sex,Special Sentence,3JD,Yes,Yes,Male
2010,White - Hispanic,25-34,C Felony,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male
2010,White - Hispanic,25-34,C Felony,Violent,Other Violent,Discharged – End of Sentence,,No,No,Male
2010,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,Yes,Yes,Male
2010,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Female
2010,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2010,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,Black - Non-Hispanic,25-34,D Felony,Drug,Other Drug,Parole,3JD,No,Yes,Male
2010,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male
2010,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male
2010,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,Under 25,B Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
2010,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male
2010,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male
2010,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
2010,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2010,Black - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,55 and Older,Felony - Enhanced,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
2010,White - Non-Hispanic,45-54,Felony - Enhanced,Violent,Sex,Parole,6JD,No,Yes,Male
2010,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,2JD,Yes,Yes,Male
2010,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,7JD,Yes,Yes,Male
2010,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Parole,3JD,No,Yes,Male
2010,White - Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,White - Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,D Felony,Property,Vandalism,Parole,5JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,D Felony,Property,Vandalism,Parole,5JD,No,Yes,Male
2010,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Sex,Discharged – End of Sentence,,Yes,No,Male
2010,White - Hispanic,35-44,Felony - Enhanced,Drug,Trafficking,Parole,7JD,Yes,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,5JD,Yes,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,5JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Female
2010,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Parole,2JD,Yes,Yes,Male
2010,White - Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Parole,1JD,No,Yes,Male
2010,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,3JD,Yes,Yes,Male
2010,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,1JD,No,Yes,Male
2010,White - Hispanic,Under 25,C Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Hispanic,Under 25,C Felony,Violent,Assault,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,Yes,Male
2010,White - Hispanic,25-34,Felony - Enhanced,Drug,Trafficking,Parole,7JD,No,Yes,Male
2010,White - Hispanic,25-34,Felony - Enhanced,Drug,Trafficking,Parole,7JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,D Felony,Violent,Assault,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,D Felony,Violent,Assault,Parole,8JD,No,Yes,Male
2010,White - Non-Hispanic,45-54,B Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,Under 25,D Felony,Drug,Other Drug,Discharged – End of Sentence,,No,No,Male
2010,Black - Non-Hispanic,25-34,D Felony,Drug,Other Drug,Parole,7JD,No,Yes,Male
2010,Black - Non-Hispanic,25-34,D Felony,Drug,Other Drug,Parole,7JD,No,Yes,Male
2010,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,Black - Non-Hispanic,35-44,Felony - Enhanced,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Female
2010,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Parole,5JD,Yes,Yes,Male
2010,Black - Non-Hispanic,35-44,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
2010,White - Non-Hispanic,45-54,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,45-54,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,45-54,C Felony,Property,Theft,Discharged – End of Sentence,,No,No,Male
2010,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,6JD,No,Yes,Female
2010,Black - Non-Hispanic,25-34,D Felony,Other,Other Violent,Discharged – End of Sentence,,No,No,Male
2010,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Female
2010,Black - Non-Hispanic,35-44,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
