race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
White - Non-Hispanic,30,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
Black - Non-Hispanic,30,D Felony,Public Order,OWI,Parole,3JD,Yes,Yes,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole,2JD,Yes,Yes,Male
White - Non-Hispanic,50,C Felony,Property,Arson,Parole,4JD,No,Yes,Male
White - Non-Hispanic,30,Felony - Enhanced,Violent,Murder/Manslaughter,Parole,2JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Drug,Trafficking,Parole,7JD,Yes,Yes,Male
White -,40,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,30,C Felony,Property,Theft,Parole,1JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Property,Theft,Parole,1JD,No,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Property,Theft,Parole,2JD,Yes,Yes,Male
Black - Non-Hispanic,30,D Felony,Drug,Drug Possession,Parole,3JD,Yes,Yes,Male
White - Non-Hispanic,20,D Felony,Public Order,Traffic,Parole,5JD,No,Yes,Male
White - Non-Hispanic,20,D Felony,Property,Burglary,Parole,5JD,Yes,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Other Drug,Parole,8JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Violent,Assault,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,50,Aggravated Misdemeanor,Drug,Drug Possession,Parole,3JD,No,Yes,Male
White - Non-Hispanic,30,Felony - Enhanced,Property,Burglary,Discharged – End of Sentence,missing,Yes,No,Male
Black - Non-Hispanic,40,D Felony,Drug,Other Drug,Parole,1JD,No,Yes,Male
White - Non-Hispanic,40,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
Black - Non-Hispanic,30,D Felony,Public Order,Sex Offender Registry/Residency,Parole,1JD,No,Yes,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,20,D Felony,Drug,Trafficking,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,30,C Felony,Property,Theft,Parole,5JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Property,Theft,Parole,5JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Property,Theft,Parole,7JD,Yes,Yes,Male
Black - Non-Hispanic,30,D Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
White - Non-Hispanic,50,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,missing,No,No,Female
White - Non-Hispanic,20,C Felony,Property,Theft,Parole,5JD,Yes,Yes,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Property,Theft,Parole,4JD,Yes,Yes,Male
White - Non-Hispanic,20,D Felony,Violent,Assault,Parole,4JD,Yes,Yes,Male
Black - Non-Hispanic,50,D Felony,Public Order,Sex Offender Registry/Residency,Parole,6JD,No,Yes,Male
White - Non-Hispanic,30,Felony - Enhanced,Violent,Sex,Parole,8JD,No,Yes,Male
White - Non-Hispanic,30,B Felony,Violent,Other Violent,Parole,2JD,Yes,Yes,Male
Black - Non-Hispanic,50,D Felony,Violent,Assault,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole,8JD,No,Yes,Male
White - Non-Hispanic,40,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,60,D Felony,Violent,Assault,Parole,2JD,No,Yes,Male
Black - Non-Hispanic,30,D Felony,Public Order,Flight/Escape,Parole,7JD,Yes,Yes,Male
White - Non-Hispanic,50,D Felony,Public Order,Sex Offender Registry/Residency,Parole,2JD,No,Yes,Male
White - Non-Hispanic,50,D Felony,Public Order,Sex Offender Registry/Residency,Parole,2JD,No,Yes,Male
White - Non-Hispanic,30,B Felony,Violent,Murder/Manslaughter,Parole,6JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Property,Vandalism,Parole,5JD,No,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,30,C Felony,Property,Burglary,Parole,8JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Violent,Assault,Parole,1JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Violent,Assault,Parole,1JD,No,Yes,Male
White - Hispanic,20,C Felony,Violent,Other Violent,Parole,3JD,No,Yes,Male
White - Hispanic,30,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,missing,No,No,Female
White - Non-Hispanic,40,Aggravated Misdemeanor,Property,Theft,Parole,5JD,No,Yes,Female
White - Hispanic,20,Felony - Enhanced,Drug,Trafficking,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,50,D Felony,Violent,Murder/Manslaughter,Parole,7JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Property,Burglary,Parole,5JD,Yes,Yes,Male
Black - Non-Hispanic,40,D Felony,Property,Forgery/Fraud,Parole,7JD,No,Yes,Male
Black - Non-Hispanic,40,D Felony,Property,Forgery/Fraud,Parole,7JD,No,Yes,Male
Black - Non-Hispanic,20,D Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,7JD,No,Yes,Male
White - Non-Hispanic,50,B Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female
Black - Non-Hispanic,50,B Felony,Other,Other Criminal,Parole,5JD,No,Yes,Male
Black - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
White - Non-Hispanic,50,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,Yes,Yes,Male
White - Non-Hispanic,40,D Felony,Public Order,OWI,Parole,1JD,No,Yes,Male
White - Non-Hispanic,50,D Felony,Violent,Other Violent,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,50,D Felony,Drug,Other Drug,Parole,5JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Property,Burglary,Parole,3JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Property,Burglary,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,40,D Felony,Property,Burglary,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,40,D Felony,Property,Burglary,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,40,D Felony,Property,Burglary,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,40,D Felony,Property,Burglary,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,40,D Felony,Property,Burglary,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,40,D Felony,Property,Burglary,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,30,D Felony,Violent,Sex,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,40,D Felony,Property,Theft,Parole,2JD,Yes,Yes,Female
White - Non-Hispanic,20,D Felony,Property,Burglary,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Property,Vandalism,Discharged – End of Sentence,missing,Yes,No,Male
Black - Non-Hispanic,20,Serious Misdemeanor,Drug,Trafficking,Discharged – End of Sentence,missing,No,No,Male
White - Hispanic,30,D Felony,Public Order,OWI,Parole,7JD,Yes,Yes,Male
White - Non-Hispanic,50,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,missing,No,No,Female
White - Non-Hispanic,50,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,missing,No,No,Female
White - Non-Hispanic,30,C Felony,Property,Burglary,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,50,D Felony,Property,Burglary,Parole,6JD,No,Yes,Male
White - Non-Hispanic,50,D Felony,Property,Burglary,Parole,6JD,No,Yes,Male
White - Hispanic,20,D Felony,Property,Forgery/Fraud,Parole,5JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
White - Non-Hispanic,40,D Felony,Public Order,Traffic,Parole,3JD,No,Yes,Male
White - Non-Hispanic,20,D Felony,Violent,Sex,Special Sentence,3JD,Yes,Yes,Male
White - Hispanic,30,C Felony,Violent,Other Violent,Discharged – End of Sentence,missing,No,No,Male
White - Hispanic,30,C Felony,Violent,Other Violent,Discharged – End of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,Yes,Yes,Male
Black - Non-Hispanic,50,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,missing,No,No,Female
White - Non-Hispanic,30,D Felony,Public Order,OWI,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,50,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
White - Non-Hispanic,20,D Felony,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,D Felony,Drug,Other Drug,Parole,3JD,No,Yes,Male
Black - Non-Hispanic,40,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,missing,No,No,Male
Black - Non-Hispanic,40,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,missing,No,No,Male
Black - Non-Hispanic,40,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,B Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
Black - Non-Hispanic,50,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,missing,No,No,Male
Black - Non-Hispanic,50,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,missing,No,No,Male
Black - Non-Hispanic,50,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,50,D Felony,Drug,Drug Possession,Parole,8JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
Black - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
Black - Non-Hispanic,20,D Felony,Property,Vandalism,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,60,Felony - Enhanced,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
White - Non-Hispanic,50,Felony - Enhanced,Violent,Sex,Parole,6JD,No,Yes,Male
Black - Non-Hispanic,20,D Felony,Property,Burglary,Parole,2JD,Yes,Yes,Male
Black - Non-Hispanic,40,D Felony,Property,Forgery/Fraud,Parole,7JD,Yes,Yes,Male
Black - Non-Hispanic,30,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Parole,3JD,No,Yes,Male
White - Hispanic,20,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
White - Hispanic,20,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,30,D Felony,Property,Vandalism,Parole,5JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Property,Vandalism,Parole,5JD,No,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Violent,Sex,Discharged – End of Sentence,missing,Yes,No,Male
White - Hispanic,40,Felony - Enhanced,Drug,Trafficking,Parole,7JD,Yes,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Property,Theft,Parole,5JD,Yes,Yes,Male
Black - Non-Hispanic,30,C Felony,Property,Theft,Parole,5JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Property,Theft,Parole,5JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,missing,Yes,No,Female
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Parole,2JD,Yes,Yes,Male
White - Hispanic,50,Aggravated Misdemeanor,Public Order,Alcohol,Parole,1JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Property,Forgery/Fraud,Parole,3JD,Yes,Yes,Male
White - Non-Hispanic,30,C Felony,Property,Burglary,Parole,1JD,No,Yes,Male
White - Hispanic,20,C Felony,Violent,Assault,Discharged – End of Sentence,missing,No,No,Male
White - Hispanic,20,C Felony,Violent,Assault,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole,8JD,Yes,Yes,Male
White - Hispanic,30,Felony - Enhanced,Drug,Trafficking,Parole,7JD,No,Yes,Male
White - Hispanic,30,Felony - Enhanced,Drug,Trafficking,Parole,7JD,No,Yes,Male
White - Non-Hispanic,50,D Felony,Violent,Assault,Parole,8JD,No,Yes,Male
White - Non-Hispanic,50,D Felony,Violent,Assault,Parole,8JD,No,Yes,Male
White - Non-Hispanic,50,B Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,20,D Felony,Drug,Other Drug,Discharged – End of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,D Felony,Drug,Other Drug,Parole,7JD,No,Yes,Male
Black - Non-Hispanic,30,D Felony,Drug,Other Drug,Parole,7JD,No,Yes,Male
White - Non-Hispanic,60,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,60,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
Black - Non-Hispanic,40,Felony - Enhanced,Property,Theft,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,50,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,missing,No,No,Female
White - Non-Hispanic,20,Aggravated Misdemeanor,Property,Burglary,Parole,5JD,Yes,Yes,Male
Black - Non-Hispanic,40,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,50,C Felony,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,50,C Felony,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,50,C Felony,Property,Theft,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,40,D Felony,Public Order,OWI,Parole,6JD,No,Yes,Female
Black - Non-Hispanic,30,D Felony,Other,Other Violent,Discharged – End of Sentence,missing,No,No,Male
American Indian or Alaska Native - Non-Hispanic,40,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,missing,No,No,Female
Black - Non-Hispanic,40,D Felony,Property,Theft,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,20,D Felony,Public Order,Traffic,Parole,7JD,No,Yes,Male
White - Non-Hispanic,20,C Felony,Property,Theft,Parole,7JD,No,Yes,Male
Black - Non-Hispanic,50,Aggravated Misdemeanor,Property,Theft,Parole,1JD,No,Yes,Female
White - Hispanic,40,D Felony,Public Order,OWI,Discharged – End of Sentence,missing,No,No,Female
White - Non-Hispanic,30,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,missing,Yes,No,Male
Black - Non-Hispanic,50,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,Yes,Female
White - Non-Hispanic,30,C Felony,Property,Burglary,Parole,5JD,Yes,Yes,Female
White - Non-Hispanic,20,D Felony,Drug,Trafficking,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Drug,Trafficking,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Drug,Trafficking,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Drug,Trafficking,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Drug,Trafficking,Parole,4JD,Yes,Yes,Male
White - Non-Hispanic,40,D Felony,Violent,Sex,Discharged – End of Sentence,missing,Yes,No,Male
White - Non-Hispanic,50,Felony - Enhanced,Property,Theft,Parole,5JD,Yes,Yes,Male
White - Non-Hispanic,20,C Felony,Violent,Sex,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,C Felony,Violent,Sex,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,C Felony,Violent,Sex,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,C Felony,Violent,Sex,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,C Felony,Violent,Sex,Discharged – End of Sentence,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Violent,Murder/Manslaughter,Parole,6JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Property,Theft,Discharged – End of Sentence,missing,Yes,No,Male
Black - Non-Hispanic,30,C Felony,Property,Burglary,Discharged – End of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,C Felony,Property,Burglary,Discharged – End of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,C Felony,Property,Burglary,Discharged – End of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,C Felony,Property,Burglary,Discharged – End of Sentence,missing,No,No,Male
Black - Non-Hispanic,50,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,Yes,Yes,Male
Black - Non-Hispanic,40,D Felony,Drug,Other Drug,Discharged – End of Sentence,missing,No,No,Male
Black - Non-Hispanic,40,D Felony,Drug,Other Drug,Discharged – End of Sentence,missing,No,No,Male
Black - Non-Hispanic,40,D Felony,Drug,Other Drug,Discharged – End of Sentence,missing,No,No,Male
Black - Non-Hispanic,40,D Felony,Drug,Other Drug,Discharged – End of Sentence,missing,No,No,Male
